Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text,is_relevant,exploration_signal,barriers,categories_mentioned,relevance_reason
Missing order but support team is too busy even to have a conversation. either support hours are closed or support executives are too busy to handle all requests.,1,2026-07-31 11:18:33 UTC,0,play_store,Missing order but support team is too busy even to have a conversation. either support hours are closed or support executives are too busy to handle all requests.,miss order support team busy even conversation either support hour close support executive busy handle request,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
good appp for lazy person like mee 🤣🤣,5,2026-07-31 11:17:07 UTC,0,play_store,good appp for lazy person like mee 🤣🤣,good appp lazy person like mee,False,noise,,,no category-exploration signal
Good quick service,5,2026-07-31 11:17:01 UTC,0,play_store,Good quick service,good quick service,False,noise,,,no category-exploration signal
"same market price, expecting some discount from market price",5,2026-07-31 11:16:13 UTC,0,play_store,"same market price, expecting some discount from market price",market price expect discount market price,True,want_to_explore_blocked,price_uncertainty_new_category|habit_reorder_only,grocery,intent or category talk with friction/barrier cues
this is best aap,5,2026-07-31 11:15:04 UTC,0,play_store,this is best aap,best aap,False,noise,,,no category-exploration signal
1st delivery 👍,5,2026-07-31 11:12:23 UTC,0,play_store,1st delivery 👍,1st delivery,False,noise,,,no category-exploration signal
"I didn't thought that this popular app would turn out to be a total disappointment I had ordered few items one of them was this cake ice cream , I opened it and saw it was half eaten and when I called to ask for a refund they refused saying it wasn't their fault and blah blah blah....really blinkit!? I had no issues with it what so ever until this happened sorry (not sorry) but I am uninstalling this app",2,2026-07-31 11:08:56 UTC,0,play_store,"I didn't thought that this popular app would turn out to be a total disappointment I had ordered few items one of them was this cake ice cream , I opened it and saw it was half eaten and when I called to ask for a refund they refused saying it wasn't their fault and blah blah blah....really blinkit!? I had no issues with it what so ever until this happened sorry (not sorry) but I am uninstalling this app",didnt think popular app would turn total disappointment order item one cake ice cream open saw half eat call ask refund refuse say wasnt fault blah blah blahreally blinkit issue ever happen sorry sorry uninstalling app,True,want_to_explore_blocked,dont_trust_quality_for_new_category,snacks,intent or category talk with friction/barrier cues
price is high a little bit,4,2026-07-31 11:06:33 UTC,1,play_store,price is high a little bit,price high little bit,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
Great,5,2026-07-31 11:06:18 UTC,0,play_store,Great,great,False,noise,,,no category-exploration signal
good and fast,5,2026-07-31 11:06:12 UTC,0,play_store,good and fast,good fast,False,noise,,,no category-exploration signal
nice aap,5,2026-07-31 11:05:50 UTC,0,play_store,nice aap,nice aap,False,noise,,,no category-exploration signal
Thanks to all the delivery partners who travel everyday and bring us our products.,5,2026-07-31 11:04:30 UTC,0,play_store,Thanks to all the delivery partners who travel everyday and bring us our products.,thanks delivery partner travel everyday bring u product,False,noise,,,no category-exploration signal
i like it,5,2026-07-31 11:03:46 UTC,0,play_store,i like it,like,False,noise,,,no category-exploration signal
very poor. we can not cancel the order after placing once.,1,2026-07-31 11:01:06 UTC,0,play_store,very poor. we can not cancel the order after placing once.,poor cancel order placing,False,noise,,,no category-exploration signal
Charges are high as compared to zepto,2,2026-07-31 11:00:29 UTC,0,play_store,Charges are high as compared to zepto,charge high compare zepto,False,noise,,,no category-exploration signal
So helful for me toh getting various items from market🥰🥰,5,2026-07-31 10:58:35 UTC,0,play_store,So helful for me toh getting various items from market🥰🥰,helful toh get various item market,False,noise,,,no category-exploration signal
fabulous treatment,5,2026-07-31 10:57:52 UTC,0,play_store,fabulous treatment,fabulous treatment,False,noise,,,no category-exploration signal
✌️,5,2026-07-31 10:56:11 UTC,0,play_store,✌️,✌️,False,noise,,,no category-exploration signal
amazing app i like it,5,2026-07-31 10:55:23 UTC,1,play_store,amazing app i like it,amaze app like,False,noise,,,no category-exploration signal
500 above delivery free,4,2026-07-31 10:53:40 UTC,0,play_store,500 above delivery free,500 delivery free,False,noise,,,no category-exploration signal
delivery so fast,5,2026-07-31 10:53:21 UTC,0,play_store,delivery so fast,delivery fast,False,noise,,,no category-exploration signal
niche,5,2026-07-31 10:53:11 UTC,0,play_store,niche,niche,False,noise,,,no category-exploration signal
very good Blinkit,5,2026-07-31 10:52:23 UTC,0,play_store,very good Blinkit,good blinkit,False,noise,,,no category-exploration signal
best h fast delivery aati h,5,2026-07-31 10:51:17 UTC,0,play_store,best h fast delivery aati h,best h fast delivery aati h,False,noise,,,no category-exploration signal
Use this app,5,2026-07-31 10:48:49 UTC,0,play_store,Use this app,use app,False,noise,,,no category-exploration signal
Absolute Gem! Saves your day although delivery charges are a bit pricier.,5,2026-07-31 10:44:52 UTC,0,play_store,Absolute Gem! Saves your day although delivery charges are a bit pricier.,absolute gem save day although delivery charge bite pricy,False,noise,,,no category-exploration signal
useful,5,2026-07-31 10:43:26 UTC,0,play_store,useful,useful,False,noise,,,no category-exploration signal
bahut Piyara,5,2026-07-31 10:42:26 UTC,0,play_store,bahut Piyara,bahut piyara,False,noise,,,no category-exploration signal
Very Poor service. Maximum days service not available cheating. pls notice the customer service,1,2026-07-31 10:41:25 UTC,0,play_store,Very Poor service. Maximum days service not available cheating. pls notice the customer service,poor service maximum day service available cheat pls notice customer service,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,,intent or category talk with friction/barrier cues
Prices are higher than other platforms and charging extra for various reasons.,1,2026-07-31 10:40:40 UTC,0,play_store,Prices are higher than other platforms and charging extra for various reasons.,price high platform charge extra various reason,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
good and fastest delivery,5,2026-07-31 10:40:00 UTC,0,play_store,good and fastest delivery,good fast delivery,False,noise,,,no category-exploration signal
👌👌,5,2026-07-31 10:38:36 UTC,1,play_store,👌👌,👌👌,False,noise,,,no category-exploration signal
way too much time to address location 😕,1,2026-07-31 10:38:29 UTC,0,play_store,way too much time to address location 😕,way much time address location,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
some time it's give product expiry,4,2026-07-31 10:38:20 UTC,0,play_store,some time it's give product expiry,time give product expiry,False,noise,,,no category-exploration signal
IT IS VERY HIGH LEVEL APP 👌,5,2026-07-31 10:35:19 UTC,0,play_store,IT IS VERY HIGH LEVEL APP 👌,high level app,False,noise,,,no category-exploration signal
"Twice, blinkit has not sent the printouts i had ordered.",1,2026-07-31 10:32:42 UTC,0,play_store,"Twice, blinkit has not sent the printouts i had ordered.",twice blinkit send printout order,False,noise,,,no category-exploration signal
very good survice,5,2026-07-31 10:32:35 UTC,0,play_store,very good survice,good survice,False,noise,,,no category-exploration signal
good service 👍🏻,5,2026-07-31 10:19:53 UTC,0,play_store,good service 👍🏻,good service,False,noise,,,no category-exploration signal
too much good i can't explain,5,2026-07-31 10:18:16 UTC,0,play_store,too much good i can't explain,much good cant explain,False,noise,,,no category-exploration signal
great 😃,5,2026-07-31 10:18:11 UTC,0,play_store,great 😃,great,False,noise,,,no category-exploration signal
fast service good app,5,2026-07-31 10:18:10 UTC,0,play_store,fast service good app,fast service good app,False,noise,,,short generic praise/complaint without category cues
not free delivery option,1,2026-07-31 10:18:01 UTC,0,play_store,not free delivery option,free delivery option,False,noise,,,no category-exploration signal
every time asking for change never bring some changes,4,2026-07-31 10:15:24 UTC,0,play_store,every time asking for change never bring some changes,every time ask change never bring change,False,noise,,,no category-exploration signal
not so good,2,2026-07-31 10:15:16 UTC,0,play_store,not so good,good,False,noise,,,no category-exploration signal
blinkit is very fast app and very convenient,4,2026-07-31 10:14:43 UTC,0,play_store,blinkit is very fast app and very convenient,blinkit fast app convenient,False,noise,,,no category-exploration signal
hooo,5,2026-07-31 10:14:18 UTC,0,play_store,hooo,hooo,False,noise,,,no category-exploration signal
best for fastly delivery,5,2026-07-31 10:12:21 UTC,0,play_store,best for fastly delivery,best fastly delivery,False,noise,,,no category-exploration signal
not good because delevery charge more,5,2026-07-31 10:11:40 UTC,0,play_store,not good because delevery charge more,good delevery charge,False,noise,,,no category-exploration signal
awesome,5,2026-07-31 10:11:29 UTC,0,play_store,awesome,awesome,False,noise,,,short generic praise/complaint without category cues
Cool,5,2026-07-31 10:10:01 UTC,0,play_store,Cool,cool,False,noise,,,no category-exploration signal
it's good,5,2026-07-31 10:08:28 UTC,0,play_store,it's good,good,False,noise,,,no category-exploration signal
superb app 👌,5,2026-07-31 10:07:58 UTC,0,play_store,superb app 👌,superb app,False,noise,,,short generic praise/complaint without category cues
